index,project_name,address,floor_area_sqm,type_of_land,contract_date,property_type,tenure,completion_date,type_of_sale,postal_district,postal_sector,postal_code,region,area,month,latitude,longitude,floor_num,unit_num,price
6370,CORALS AT KEPPEL BAY,13 Keppel Bay Drive  #02-27 ,85,Strata,20-OCT-2017,Condominium,99 Yrs From 26/02/2007,2016,Resale,4,9,98018,Central Region,Bukit Merah,2017-10,1.26558236312,103.816464904,2.0,27.0,1867960
6371,6 DERBYSHIRE,6 Derbyshire Road  #26-06 ,44,Strata,20-OCT-2017,Condominium,Freehold,2017,Resale,11,30,309462,Central Region,Novena,2017-10,1.31578788311,103.84604087,26.0,6.0,1280684
6372,THE RIVERVALE,7 Rivervale Link  #06-37 ,120,Strata,20-OCT-2017,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,19,54,545125,North East Region,Sengkang,2017-10,1.3810038829499998,103.89788849600001,6.0,37.0,841701
6373,THE JADE,9 Bukit Batok Central Link  #09-10 ,94,Strata,20-OCT-2017,Condominium,99 Yrs From 02/10/2001,2004,Resale,23,65,658074,West Region,Bukit Batok,2017-10,1.34899876838,103.74890571700001,9.0,10.0,991865
6374,PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #11-06 ,92,Strata,20-OCT-2017,Apartment,99 Yrs From 01/05/1994,1998,Resale,23,65,658882,West Region,Bukit Batok,2017-10,1.3410812942299999,103.760405155,11.0,6.0,678476
6375,N.A.,54 Lorong 36 Geylang ,154,Land,20-OCT-2017,Terrace House,Freehold,Unknown,Resale,14,39,398174,Central Region,Geylang,2017-10,1.3123516904799999,103.88845384,,,1947295
6376,THE MINTON,6B Hougang Street 11  #11-18 ,113,Strata,20-OCT-2017,Condominium,99 Yrs From 27/07/2007,2013,Resale,19,53,534083,North East Region,Hougang,2017-10,1.3521336527399999,103.881681919,11.0,18.0,1260278
6377,SERANGOON GARDEN ESTATE,46 Kingswear Avenue ,201,Land,20-OCT-2017,Terrace House,999 Yrs From 01/01/1954,2000,Resale,19,55,557227,North East Region,Serangoon,2017-10,1.36873651648,103.86522829399999,,,3231871
6378,THE ABODE AT DEVONSHIRE,9 Devonshire Road  #08-02 ,104,Strata,20-OCT-2017,Apartment,Freehold,2002,Resale,9,23,239895,Central Region,River Valley,2017-10,1.29763851408,103.83769419299999,8.0,2.0,1895433
6379,BEDOK RESIDENCES,18 Bedok North Drive  #13-10 ,82,Strata,20-OCT-2017,Apartment,99 Yrs From 21/11/2011,2015,Resale,16,46,465495,East Region,Bedok,2017-10,1.32508887547,103.92901790100001,13.0,10.0,1243052
6380,THE ESTA,37 Amber Gardens  #15-14 ,93,Strata,20-OCT-2017,Condominium,Freehold,2008,Resale,15,43,439969,Central Region,Marine Parade,2017-10,1.3023059752,103.89949375100001,15.0,14.0,1445760
6381,WATERFRONT WAVES,768 Bedok Reservoir Road  #02-26 ,116,Strata,20-OCT-2017,Condominium,99 Yrs From 31/10/2007,2011,Resale,16,47,479249,East Region,Bedok,2017-10,1.33709108616,103.930207604,2.0,26.0,1246420
6382,THE TWINS,6 Balmoral Crescent  #03-01 ,210,Strata,20-OCT-2017,Apartment,Freehold,2002,Resale,10,25,259896,Central Region,Newton,2017-10,1.31474675646,103.83459025200001,3.0,1.0,3279286
6383,BALMORAL HILLS,9 Balmoral Park  #02-02 ,206,Strata,20-OCT-2017,Condominium,Freehold,2008,Resale,10,25,259844,Central Region,Tanglin,2017-10,1.3161519523799998,103.82776144700001,2.0,2.0,3351871
6384,RIVER ISLES,56 Edgedale Plains  #16-11 ,137,Strata,20-OCT-2017,Condominium,99 Yrs From 06/02/2012,2015,Resale,19,82,828822,North East Region,Punggol,2017-10,1.39716161841,103.91345267,16.0,11.0,1198310
6385,ELIAS GREEN,1 Elias Green  #13-06 ,142,Strata,20-OCT-2017,Condominium,99 Yrs From 23/07/1991,1994,Resale,18,51,519959,East Region,Pasir Ris,2017-10,1.37154581141,103.941308176,13.0,6.0,991403
6386,PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #06-26 ,104,Strata,20-OCT-2017,Apartment,99 Yrs From 01/05/1994,1998,Resale,23,65,658882,West Region,Bukit Batok,2017-10,1.3410812942299999,103.760405155,6.0,26.0,788228
6387,THE RAINTREE,91 Bukit Drive  #08-23 ,120,Strata,20-OCT-2017,Condominium,99 Yrs From 01/03/2003,2008,Resale,21,58,587845,West Region,Bukit Panjang,2017-10,1.34884231195,103.773725756,8.0,23.0,1312208
6388,THOMSON IMPERIAL COURT,200 Upper Thomson Road  #03-11 ,138,Strata,20-OCT-2017,Apartment,Freehold,1999,Resale,20,57,574424,Central Region,Bishan,2017-10,1.35176914324,103.83606774299999,3.0,11.0,1440056
6389,THE BAYSHORE,34 Bayshore Road  #27-02 ,115,Strata,20-OCT-2017,Condominium,99 Yrs From 31/05/1993,1997,Resale,16,46,469976,East Region,Bedok,2017-10,1.31256096653,103.93943627700001,27.0,2.0,1077277
6390,ONE JERVOIS,5 Jervois Close  #02-10 ,92,Strata,20-OCT-2017,Condominium,Freehold,2009,Resale,10,24,249101,Central Region,Tanglin,2017-10,1.2929102860200001,103.82507529600001,2.0,10.0,1568594
6391,VALLEY PARK,475 River Valley Road  #15-03 ,158,Strata,19-OCT-2017,Condominium,999 Yrs From 21/06/1877,1997,Resale,10,24,248360,Central Region,Tanglin,2017-10,1.29390561206,103.828674658,15.0,3.0,2519874
6392,THE TANAMERA,1 Tanah Merah Kechil Road  #15-04 ,123,Strata,19-OCT-2017,Condominium,99 Yrs From 01/06/1990,1994,Resale,16,46,466663,East Region,Bedok,2017-10,1.3267143593600002,103.9435084,15.0,4.0,1128516
6393,NATHAN RESIDENCES,23 Nathan Road  #05-01 ,55,Strata,19-OCT-2017,Apartment,Freehold,2013,Resale,10,24,248744,Central Region,Tanglin,2017-10,1.29456958469,103.827270809,5.0,1.0,1060260
6394,L'VIV,23 Newton Road  #27-02 ,61,Strata,19-OCT-2017,Apartment,Freehold,2013,Resale,11,30,307955,Central Region,Novena,2017-10,1.31537707093,103.84036202899999,27.0,2.0,1298958
6395,368 THOMSON,368 Thomson Road  #07-04 ,64,Strata,19-OCT-2017,Condominium,Freehold,2014,Resale,11,29,298127,Central Region,Novena,2017-10,1.3272077564799998,103.84184191,7.0,4.0,989857
6396,THE HILLSIDE,341 Upper Bukit Timah Road  #04-08 ,122,Strata,19-OCT-2017,Condominium,Freehold,2001,Resale,21,58,588195,West Region,Bukit Batok,2017-10,1.35222926315,103.768121757,4.0,8.0,1302725
6397,CHANGI COURT,708 Upper Changi Road East  #01-02 ,90,Strata,19-OCT-2017,Condominium,Freehold,1997,Resale,16,48,486838,East Region,Tampines,2017-10,1.3429221931200002,103.962493639,1.0,2.0,903850
6398,THE SPRINGBLOOM,139 Serangoon Avenue 3  #08-03 ,153,Strata,19-OCT-2017,Condominium,99 Yrs From 01/03/1995,1999,Resale,19,55,556119,North East Region,Serangoon,2017-10,1.35092671342,103.864160705,8.0,3.0,1534809
6399,SOMMERVILLE PARK,77 Farrer Drive  #07-02 ,121,Strata,19-OCT-2017,Condominium,Freehold,1985,Resale,10,25,259282,Central Region,Tanglin,2017-10,1.3125086940700001,103.80595963799999,7.0,2.0,1924851
6400,THE PATERSON,63 Paterson Road  #18-01 ,122,Strata,19-OCT-2017,Condominium,Freehold,2004,Resale,9,23,238539,Central Region,River Valley,2017-10,1.30046722479,103.83058789100001,18.0,1.0,2458993
6401,SKY VUE,1 Bishan Street 15  #10-09 ,63,Strata,19-OCT-2017,Condominium,99 Yrs From 04/03/2013,2016,Resale,20,57,573910,Central Region,Bishan,2017-10,1.3523162271200002,103.85072190000001,10.0,9.0,950769
6402,SUMMERDALE,8 Boon Lay Drive  #07-22 ,118,Strata,19-OCT-2017,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,22,64,649928,West Region,Jurong West,2017-10,1.3418992973100001,103.71227822600001,7.0,22.0,835889
6403,CASHEW VILLAS,72 Cashew Crescent ,161,Land,19-OCT-2017,Terrace House,999 Yrs From 09/01/1883,1993,Resale,23,67,679816,West Region,Bukit Panjang,2017-10,1.3697676552000002,103.768535751,,,2505866
6404,MEADOWS @ PEIRCE,628 Upper Thomson Road  #02-49 ,113,Strata,19-OCT-2017,Condominium,Freehold,2012,Resale,26,78,787131,North East Region,Ang Mo Kio,2017-10,1.3802642379700003,103.82776359299999,2.0,49.0,1354662
6405,REGENT GROVE,54 Choa Chu Kang North 7  #06-37 ,109,Strata,19-OCT-2017,Condominium,99 Yrs From 17/05/1997,2000,Resale,23,68,689529,West Region,Choa Chu Kang,2017-10,1.3989173853999999,103.749086603,6.0,37.0,771781
6406,NEPTUNE COURT,5 Marine Vista  #09-45 ,152,Strata,19-OCT-2017,Apartment,99 Yrs From 01/11/1975,1975,Resale,15,44,449029,East Region,Bedok,2017-10,1.30707335606,103.92251262,9.0,45.0,1018735
6407,THE MEYERISE,97 Meyer Road  #30-06 ,122,Strata,19-OCT-2017,Condominium,Freehold,2014,Resale,15,43,437918,Central Region,Marine Parade,2017-10,1.29636453134,103.89286198799999,30.0,6.0,2983865
6408,EURO-ASIA APARTMENTS,1037 Serangoon Road  #08-06 ,150,Strata,19-OCT-2017,Apartment,Freehold,1990,Resale,12,32,328170,Central Region,Kallang,2017-10,1.32330197518,103.86385018899999,8.0,6.0,1515610
6409,SPRINGLEAF GARDEN,8 Springleaf Crescent ,341,Land,19-OCT-2017,Semi-Detached House,Freehold,1989,Resale,26,78,788322,North Region,Yishun,2017-10,1.3988085627200002,103.825821284,,,3136833
6410,GRAMERCY PARK,57 Grange Road  #13-04 ,184,Strata,19-OCT-2017,Condominium,Freehold,2016,Resale,10,24,249569,Central Region,Tanglin,2017-10,1.2983710257899999,103.82642846,13.0,4.0,5211424
6411,THE MINTON,6A Hougang Street 11  #12-13 ,113,Strata,19-OCT-2017,Condominium,99 Yrs From 27/07/2007,2013,Resale,19,53,538756,North East Region,Hougang,2017-10,1.3521336527599999,103.881681919,12.0,13.0,1290133
6412,CASA ROSA,35 Lorong Ong Lye  #03-08 ,102,Strata,19-OCT-2017,Condominium,99 Yrs From 02/02/1998,2001,Resale,19,53,536443,North East Region,Serangoon,2017-10,1.3462354026700003,103.879643461,3.0,8.0,1035716
6413,FOUR SEASONS PARK,12 Cuscaden Walk  #22-01 ,355,Strata,19-OCT-2017,Condominium,Freehold,1994,Resale,10,24,249694,Central Region,River Valley,2017-10,1.30398909715,103.827867107,22.0,1.0,10117489
6414,LOYANG VALLEY,206 Loyang Avenue  #03-06 ,142,Strata,19-OCT-2017,Condominium,99 Yrs From 20/08/1982,1985,Resale,17,50,509061,East Region,Pasir Ris,2017-10,1.36742659204,103.96959636700001,3.0,6.0,898568
6415,N.A.,2A Andrews Avenue ,268,Land,19-OCT-2017,Semi-Detached House,Freehold,1996,Resale,27,75,759923,North Region,Sembawang,2017-10,1.4586133153,103.836936965,,,2722716
6416,THE ESTUARY,93 Yishun Avenue 1  #05-19 ,111,Strata,19-OCT-2017,Condominium,99 Yrs From 25/06/2008,2013,Resale,27,76,769136,North Region,Yishun,2017-10,1.41060438385,103.831412714,5.0,19.0,1080951
6417,BOATHOUSE RESIDENCES,25 Upper Serangoon View  #08-07 ,104,Strata,19-OCT-2017,Condominium,99 Yrs From 09/02/2011,2015,Resale,19,53,534046,North East Region,Hougang,2017-10,1.3759978880300001,103.90285643700001,8.0,7.0,1097299
6418,THE PARC CONDOMINIUM,15 West Coast Walk  #15-28 ,139,Strata,19-OCT-2017,Condominium,Freehold,2010,Resale,5,12,127162,West Region,Clementi,2017-10,1.31080685596,103.76265718299999,15.0,28.0,1798471
6419,THE MORRIS RESIDENCES,63E Paya Lebar Crescent ,396,Strata,19-OCT-2017,Terrace House,Freehold,2016,Resale,19,53,533907,North East Region,Hougang,2017-10,1.34918730355,103.88420620299999,,,2662111
6420,ARDMORE THREE,3 Ardmore Park  #35-01 ,166,Strata,19-OCT-2017,Condominium,Freehold,2014,Resale,10,25,259950,Central Region,Newton,2017-10,1.3083790659399999,103.828547775,35.0,1.0,7415170
6421,EMERALD GARDEN,33 Club Street  #03-01 ,125,Strata,19-OCT-2017,Condominium,999 Yrs From 01/10/1827,1999,Resale,1,6,69415,Central Region,Outram,2017-10,1.2813968222399998,103.84667398799999,3.0,1.0,1992461
6422,N.A.,12 Jalan Bilal ,152,Land,19-OCT-2017,Terrace House,Freehold,1998,Resale,16,46,468864,East Region,Bedok,2017-10,1.32224809669,103.953639231,,,1960885
6423,RIVIERA 38,38 Mar Thoma Road  #24-02 ,51,Strata,19-OCT-2017,Apartment,999 Yrs From 02/06/1882,2014,Resale,12,32,328712,Central Region,Kallang,2017-10,1.3281272709799998,103.863459924,24.0,2.0,750398
6424,THE WATERLINE,161 Poh Huat Road West  #03-02 ,120,Strata,19-OCT-2017,Condominium,Freehold,2013,Resale,19,54,546692,North East Region,Hougang,2017-10,1.36728043001,103.876497872,3.0,2.0,1288572
6425,BLUWATERS 2,205 Jalan Loyang Besar  #02-16 ,78,Strata,19-OCT-2017,Condominium,946 Yrs From 01/01/1938,2010,Resale,17,50,509456,East Region,Pasir Ris,2017-10,1.37959798466,103.963903877,2.0,16.0,804960
6426,THE ARTE,21 Jalan Raja Udang  #15-02 ,151,Strata,19-OCT-2017,Condominium,Freehold,2010,Resale,12,32,329215,Central Region,Novena,2017-10,1.3283564513200001,103.842383221,15.0,2.0,1975200
6427,A TREASURE TROVE,72 Punggol Walk  #01-46 ,109,Strata,19-OCT-2017,Condominium,99 Yrs From 09/03/2011,2015,Resale,19,82,828786,North East Region,Punggol,2017-10,1.40470284269,103.89989667200001,1.0,46.0,1109877
6428,LEONIE HILL RESIDENCES,1 Leonie Hill Road  #07-03 ,106,Strata,19-OCT-2017,Apartment,Freehold,2005,Resale,9,23,239191,Central Region,River Valley,2017-10,1.2973276062799999,103.83322191399999,7.0,3.0,2262681
6429,THE ESTUARY,97 Yishun Avenue 1  #10-36 ,113,Strata,19-OCT-2017,Condominium,99 Yrs From 25/06/2008,2013,Resale,27,76,769138,North Region,Yishun,2017-10,1.4108999015500001,103.83214743200001,10.0,36.0,1115667
6430,CARIBBEAN AT KEPPEL BAY,34 Keppel Bay Drive  #02-72 ,113,Strata,19-OCT-2017,Condominium,99 Yrs From 16/08/1999,2004,Resale,4,9,98652,Central Region,Bukit Merah,2017-10,1.26564912738,103.81468793799999,2.0,72.0,1720944
6431,THE MAKENA,125 Meyer Road  #06-02 ,152,Strata,19-OCT-2017,Condominium,Freehold,1998,Resale,15,43,437936,Central Region,Marine Parade,2017-10,1.29670941504,103.894191553,6.0,2.0,1883371
6432,THE SCALA,132 Serangoon Avenue 3  #09-08 ,44,Strata,19-OCT-2017,Apartment,99 Yrs From 06/01/2010,2013,Resale,19,55,554478,North East Region,Serangoon,2017-10,1.3508798257799999,103.865272874,9.0,8.0,720086
6433,THE GARDENS AT BISHAN,9 Sin Ming Walk  #16-05 ,114,Strata,19-OCT-2017,Condominium,99 Yrs From 22/03/1997,2004,Resale,20,57,575578,Central Region,Bishan,2017-10,1.36498418762,103.83067544299999,16.0,5.0,1202648
6434,MIRAGE TOWER,80 Kim Seng Road  #29-06 ,139,Strata,19-OCT-2017,Condominium,Freehold,1996,Resale,9,23,239426,Central Region,Singapore River,2017-10,1.29176112927,103.83426663200001,29.0,6.0,2481431
6435,LEEDON RESIDENCE,2 Leedon Heights  #04-02 ,198,Strata,19-OCT-2017,Condominium,Freehold,2015,Resale,10,26,266228,Central Region,Bukit Timah,2017-10,1.3127240368200002,103.800989585,4.0,2.0,4659109
6436,THE SUNNY SPRING,50 Lorong 40 Geylang  #04-14 ,90,Strata,19-OCT-2017,Apartment,Freehold,1998,Resale,14,39,398074,Central Region,Geylang,2017-10,1.31219200722,103.889464695,4.0,14.0,899098
6437,THE GRANGE,1 Grange Garden  #10-04 ,162,Strata,19-OCT-2017,Condominium,Freehold,2008,Resale,10,24,249631,Central Region,River Valley,2017-10,1.3012968087899999,103.82371279600001,10.0,4.0,3612513
6438,THE TANAMERA,1 Tanah Merah Kechil Road  #14-03 ,123,Strata,19-OCT-2017,Condominium,99 Yrs From 01/06/1990,1994,Resale,16,46,466663,East Region,Bedok,2017-10,1.3267143593600002,103.9435084,14.0,3.0,1145391
6439,THE ABERDEEN,2 Jalan Taman  #07-12 ,121,Strata,19-OCT-2017,Condominium,Freehold,1997,Resale,12,32,329023,Central Region,Kallang,2017-10,1.32551820786,103.86550268299999,7.0,12.0,1343972
6440,ESTA RUBY,500 Guillemard Road  #19-01 ,89,Strata,19-OCT-2017,Apartment,Freehold,2012,Resale,14,39,399839,Central Region,Geylang,2017-10,1.31390341002,103.89362464,19.0,1.0,1301921
6441,D'LEEDON,13 Leedon Heights  #35-41 ,361,Strata,19-OCT-2017,Condominium,99 Yrs From 08/04/2010,2014,Resale,10,26,266224,Central Region,Bukit Timah,2017-10,1.31587501839,103.80366641799999,35.0,41.0,5294976
6442,VALLEY PARK,483 River Valley Road  #08-04 ,80,Strata,19-OCT-2017,Condominium,999 Yrs From 21/06/1877,1997,Resale,10,24,248368,Central Region,Tanglin,2017-10,1.29317345618,103.82857687100001,8.0,4.0,1238672
6443,ESPADA,48 St. Thomas Walk  #13-04 ,42,Strata,19-OCT-2017,Apartment,Freehold,2013,Resale,9,23,238126,Central Region,River Valley,2017-10,1.2973492454100002,103.83675119700001,13.0,4.0,979989
6444,REFLECTIONS AT KEPPEL BAY,1 Keppel Bay View  #04-06 ,107,Strata,19-OCT-2017,Condominium,99 Yrs From 15/03/2006,2011,Resale,4,9,98402,Central Region,Bukit Merah,2017-10,1.26816216653,103.814379905,4.0,6.0,1732856
6445,CAVENAGH HOUSE,100 Clemenceau Avenue North  #07-111 ,149,Strata,11-NOV-2017,Apartment,Freehold,Unknown,Resale,9,22,229491,Central Region,Newton,2017-11,1.30796136044,103.84079156799999,7.0,111.0,2306794
6446,D'LEEDON,5 Leedon Heights  #09-11 ,139,Strata,11-NOV-2017,Condominium,99 Yrs From 08/04/2010,2014,Resale,10,26,267952,Central Region,Bukit Timah,2017-11,1.31489429342,103.80333409999999,9.0,11.0,2104547
6447,AMARANDA GARDENS,122 Serangoon Avenue 3  #07-04 ,108,Strata,10-NOV-2017,Condominium,Freehold,2004,Resale,19,55,554775,North East Region,Serangoon,2017-11,1.34964989248,103.866456975,7.0,4.0,1500661
6448,REGENCY PARK,9 Nathan Road  #14-02 ,295,Strata,10-NOV-2017,Condominium,Freehold,1990,Resale,10,24,248730,Central Region,Tanglin,2017-11,1.2972634759700001,103.82594883600001,14.0,2.0,5564680
6449,ONE TREE HILL RESIDENCE,1A One Tree Hill  #06-03 ,105,Strata,10-NOV-2017,Apartment,Freehold,2008,Resale,10,24,248669,Central Region,River Valley,2017-11,1.3007596376200001,103.824653134,6.0,3.0,2049236
6450,LANDRIDGE CONDOMINIUM,202 Pasir Panjang Road  #02-11 ,165,Strata,10-NOV-2017,Condominium,Freehold,1993,Resale,5,11,118572,Central Region,Queenstown,2017-11,1.27909728091,103.78714220299999,2.0,11.0,1980878
6451,NV RESIDENCES,93 Pasir Ris Grove  #09-35 ,135,Strata,10-NOV-2017,Condominium,99 Yrs From 07/01/2008,2013,Resale,18,51,518191,East Region,Pasir Ris,2017-11,1.37092018097,103.94389818299999,9.0,35.0,1266334
6452,FONTAINE PARRY,75 Poh Huat Road  #03-13 ,85,Strata,10-NOV-2017,Condominium,999 Yrs From 16/08/1877,2010,Resale,19,54,546782,North East Region,Hougang,2017-11,1.3658169304700003,103.88004083,3.0,13.0,1022182
6453,SUMMERDALE,10 Boon Lay Drive  #06-29 ,130,Strata,10-NOV-2017,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,22,64,649929,West Region,Jurong West,2017-11,1.3426409115399998,103.71211349299999,6.0,29.0,964579
6454,SERENITY PARK,157G Tamarind Road  #02-01 ,133,Strata,10-NOV-2017,Condominium,Freehold,1995,Resale,28,80,806111,North East Region,Serangoon,2017-11,1.38921940558,103.859194073,2.0,1.0,1203763
6455,RITZ MANSIONS,346 Balestier Road  #09-04 ,121,Strata,10-NOV-2017,Apartment,Freehold,1995,Resale,12,32,329776,Central Region,Novena,2017-11,1.32488739478,103.85258548799999,9.0,4.0,1232755
6456,ROBERTSON 100,100 Robertson Quay  #02-17 ,99,Strata,10-NOV-2017,Apartment,Freehold,2004,Resale,9,23,238250,Central Region,Singapore River,2017-11,1.29111209264,103.83782134299999,2.0,17.0,1700359
6457,CASA FLORA,23 Salam Walk  #04-03 ,145,Strata,10-NOV-2017,Condominium,Freehold,1987,Resale,16,46,467171,East Region,Bedok,2017-11,1.32138596043,103.95040649200001,4.0,3.0,1297067
6458,THE SAIL @ MARINA BAY,2 Marina Boulevard  #32-11 ,62,Strata,10-NOV-2017,Apartment,99 Yrs From 12/08/2002,2008,Resale,1,1,18987,Central Region,Downtown Core,2017-11,1.28076541955,103.852663155,32.0,11.0,1302513
6459,CANBERRA RESIDENCES,503 Canberra Drive  #01-10 ,123,Strata,10-NOV-2017,Condominium,99 Yrs From 08/09/2010,2013,Resale,27,76,768125,North Region,Sembawang,2017-11,1.44476356533,103.824789202,1.0,10.0,1074579
6460,PARK EAST,73 Jalan Tua Kong  #10-01 ,154,Strata,10-NOV-2017,Condominium,Freehold,1994,Resale,15,45,457266,East Region,Bedok,2017-11,1.31800143374,103.92397793200001,10.0,1.0,1872986
6461,WATERFRONT ISLE,738 Bedok Reservoir Road  #10-32 ,59,Strata,10-NOV-2017,Condominium,99 Yrs From 26/11/2009,2015,Resale,16,47,479265,East Region,Bedok,2017-11,1.337647,103.93150899999999,10.0,32.0,725442
6462,TEMBELING COURT,86 Tembeling Road  #04-02 ,76,Strata,10-NOV-2017,Apartment,Freehold,2010,Resale,15,42,423596,Central Region,Geylang,2017-11,1.3118585114399999,103.901501195,4.0,2.0,914731
6463,THE SERENNO,103 Haig Road  #02-03 ,72,Strata,10-NOV-2017,Apartment,Freehold,2016,Resale,15,43,438750,Central Region,Geylang,2017-11,1.3103895163700001,103.897778481,2.0,3.0,1017548
6464,THE SERENNO,103 Haig Road  #05-06 ,118,Strata,10-NOV-2017,Apartment,Freehold,2016,Resale,15,43,438750,Central Region,Geylang,2017-11,1.3103895163700001,103.897778481,5.0,6.0,1475203
6465,THOMSON GARDEN ESTATE,107 Jalan Pintau ,105,Land,10-NOV-2017,Terrace House,Freehold,Unknown,Resale,20,57,577149,Central Region,Bishan,2017-11,1.3551062939899998,103.840180119,,,1718101
6466,EIGHT RIVERSUITES,8 Whampoa East  #02-21 ,41,Strata,10-NOV-2017,Condominium,99 Yrs From 11/07/2011,2016,Resale,12,33,338520,Central Region,Kallang,2017-11,1.3212188707299999,103.865091675,2.0,21.0,683926
6467,N.A.,24 Chiap Guan Avenue ,162,Land,10-NOV-2017,Terrace House,999 Yrs From 01/09/1876,2010,Resale,19,54,549887,North East Region,Hougang,2017-11,1.3608355371899998,103.875794359,,,2402813
6468,NAUNG RESIDENCE,1 Jalan Naung  #01-11 ,84,Strata,10-NOV-2017,Apartment,999 Yrs From 19/02/1883,2015,Resale,19,53,537670,North East Region,Hougang,2017-11,1.36780231819,103.892603208,1.0,11.0,1115324
6469,THE GRANGE,1 Grange Garden  #13-06 ,213,Strata,10-NOV-2017,Condominium,Freehold,2008,Resale,10,24,249631,Central Region,River Valley,2017-11,1.3012968087899999,103.82371279600001,13.0,6.0,4403899
6470,THE QUARTZ,51 Compassvale Bow  #18-04 ,95,Strata,10-NOV-2017,Condominium,99 Yrs From 18/04/2005,2009,Resale,19,54,544984,North East Region,Sengkang,2017-11,1.38077264693,103.894111209,18.0,4.0,973559
6471,MANDALE HEIGHTS,45 Mandalay Road  #11-06 ,76,Strata,10-NOV-2017,Apartment,Freehold,2004,Resale,11,30,308225,Central Region,Novena,2017-11,1.3243342157200002,103.849717966,11.0,6.0,1018140
6472,BELLERIVE,9 Keng Chin Road  #13-01 ,156,Strata,10-NOV-2017,Apartment,Freehold,2011,Resale,10,25,258711,Central Region,Tanglin,2017-11,1.31687464485,103.83055410899999,13.0,1.0,2751840
6473,MAYSPRINGS,2 Petir Road  #09-16 ,75,Strata,10-NOV-2017,Apartment,99 Yrs From 01/12/1994,1998,Resale,23,67,678265,West Region,Bukit Panjang,2017-11,1.3772876467500001,103.763431989,9.0,16.0,686571
6474,PROXIMO,27 Robin Road  #07-01 ,104,Strata,10-NOV-2017,Apartment,Freehold,2005,Resale,10,25,258204,Central Region,Tanglin,2017-11,1.31735692084,103.828739634,7.0,1.0,1619291
